player_id,tool,grade,source,source_id,source_url
2025-005-brady-martin,passing,6.5,eliteprospects_pdf,2025-ep-pdf-page-204,Draft25.pdf#page=204
2025-005-brady-martin,handling,6.0,eliteprospects_pdf,2025-ep-pdf-page-204,Draft25.pdf#page=204
2025-005-brady-martin,sense,6.0,eliteprospects_pdf,2025-ep-pdf-page-204,Draft25.pdf#page=204
2025-005-brady-martin,physical,8.0,eliteprospects_pdf,2025-ep-pdf-page-204,Draft25.pdf#page=204
2025-003-anton-frondell,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-218,Draft25.pdf#page=218
2025-003-anton-frondell,shooting,7.0,eliteprospects_pdf,2025-ep-pdf-page-218,Draft25.pdf#page=218
2025-003-anton-frondell,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-218,Draft25.pdf#page=218
2025-003-anton-frondell,handling,6.0,eliteprospects_pdf,2025-ep-pdf-page-218,Draft25.pdf#page=218
2025-003-anton-frondell,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-218,Draft25.pdf#page=218
2025-003-anton-frondell,physical,7.5,eliteprospects_pdf,2025-ep-pdf-page-218,Draft25.pdf#page=218
2025-027-lynden-lakovic,skating,5.5,eliteprospects_pdf,2025-ep-pdf-page-241,Draft25.pdf#page=241
2025-027-lynden-lakovic,shooting,6.5,eliteprospects_pdf,2025-ep-pdf-page-241,Draft25.pdf#page=241
2025-027-lynden-lakovic,passing,6.5,eliteprospects_pdf,2025-ep-pdf-page-241,Draft25.pdf#page=241
2025-027-lynden-lakovic,handling,6.5,eliteprospects_pdf,2025-ep-pdf-page-241,Draft25.pdf#page=241
2025-027-lynden-lakovic,sense,6.5,eliteprospects_pdf,2025-ep-pdf-page-241,Draft25.pdf#page=241
2025-027-lynden-lakovic,physical,5.0,eliteprospects_pdf,2025-ep-pdf-page-241,Draft25.pdf#page=241
2025-009-radim-mrtka,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-253,Draft25.pdf#page=253
2025-009-radim-mrtka,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-253,Draft25.pdf#page=253
2025-009-radim-mrtka,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-253,Draft25.pdf#page=253
2025-009-radim-mrtka,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-253,Draft25.pdf#page=253
2025-009-radim-mrtka,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-253,Draft25.pdf#page=253
2025-009-radim-mrtka,physical,7.5,eliteprospects_pdf,2025-ep-pdf-page-253,Draft25.pdf#page=253
2025-015-braeden-cootes,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-267,Draft25.pdf#page=267
2025-015-braeden-cootes,shooting,5.5,eliteprospects_pdf,2025-ep-pdf-page-267,Draft25.pdf#page=267
2025-015-braeden-cootes,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-267,Draft25.pdf#page=267
2025-015-braeden-cootes,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-267,Draft25.pdf#page=267
2025-015-braeden-cootes,sense,6.5,eliteprospects_pdf,2025-ep-pdf-page-267,Draft25.pdf#page=267
2025-015-braeden-cootes,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-267,Draft25.pdf#page=267
2025-023-logan-hensler,skating,6.5,eliteprospects_pdf,2025-ep-pdf-page-278,Draft25.pdf#page=278
2025-023-logan-hensler,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-278,Draft25.pdf#page=278
2025-023-logan-hensler,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-278,Draft25.pdf#page=278
2025-023-logan-hensler,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-278,Draft25.pdf#page=278
2025-023-logan-hensler,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-278,Draft25.pdf#page=278
2025-023-logan-hensler,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-278,Draft25.pdf#page=278
2025-017-kashawn-aitcheson,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-290,Draft25.pdf#page=290
2025-017-kashawn-aitcheson,shooting,6.5,eliteprospects_pdf,2025-ep-pdf-page-290,Draft25.pdf#page=290
2025-017-kashawn-aitcheson,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-290,Draft25.pdf#page=290
2025-017-kashawn-aitcheson,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-290,Draft25.pdf#page=290
2025-017-kashawn-aitcheson,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-290,Draft25.pdf#page=290
2025-017-kashawn-aitcheson,physical,7.5,eliteprospects_pdf,2025-ep-pdf-page-290,Draft25.pdf#page=290
2025-021-cameron-reid,skating,7.0,eliteprospects_pdf,2025-ep-pdf-page-302,Draft25.pdf#page=302
2025-021-cameron-reid,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-302,Draft25.pdf#page=302
2025-021-cameron-reid,passing,6.5,eliteprospects_pdf,2025-ep-pdf-page-302,Draft25.pdf#page=302
2025-021-cameron-reid,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-302,Draft25.pdf#page=302
2025-021-cameron-reid,sense,6.0,eliteprospects_pdf,2025-ep-pdf-page-302,Draft25.pdf#page=302
2025-021-cameron-reid,physical,5.0,eliteprospects_pdf,2025-ep-pdf-page-302,Draft25.pdf#page=302
2025-011-ben-kindel,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-314,Draft25.pdf#page=314
2025-011-ben-kindel,shooting,6.0,eliteprospects_pdf,2025-ep-pdf-page-314,Draft25.pdf#page=314
2025-011-ben-kindel,passing,6.5,eliteprospects_pdf,2025-ep-pdf-page-314,Draft25.pdf#page=314
2025-011-ben-kindel,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-314,Draft25.pdf#page=314
2025-011-ben-kindel,sense,6.5,eliteprospects_pdf,2025-ep-pdf-page-314,Draft25.pdf#page=314
2025-011-ben-kindel,physical,4.5,eliteprospects_pdf,2025-ep-pdf-page-314,Draft25.pdf#page=314
2025-043-malcolm-spence,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-324,Draft25.pdf#page=324
2025-043-malcolm-spence,shooting,6.0,eliteprospects_pdf,2025-ep-pdf-page-324,Draft25.pdf#page=324
2025-043-malcolm-spence,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-324,Draft25.pdf#page=324
2025-043-malcolm-spence,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-324,Draft25.pdf#page=324
2025-043-malcolm-spence,sense,6.0,eliteprospects_pdf,2025-ep-pdf-page-324,Draft25.pdf#page=324
2025-043-malcolm-spence,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-324,Draft25.pdf#page=324
2025-094-cameron-schmidt,skating,8.0,eliteprospects_pdf,2025-ep-pdf-page-336,Draft25.pdf#page=336
2025-094-cameron-schmidt,shooting,7.0,eliteprospects_pdf,2025-ep-pdf-page-336,Draft25.pdf#page=336
2025-094-cameron-schmidt,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-336,Draft25.pdf#page=336
2025-094-cameron-schmidt,handling,6.5,eliteprospects_pdf,2025-ep-pdf-page-336,Draft25.pdf#page=336
2025-094-cameron-schmidt,sense,6.0,eliteprospects_pdf,2025-ep-pdf-page-336,Draft25.pdf#page=336
2025-094-cameron-schmidt,physical,3.5,eliteprospects_pdf,2025-ep-pdf-page-336,Draft25.pdf#page=336
2025-036-blake-fiddler,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-352,Draft25.pdf#page=352
2025-036-blake-fiddler,shooting,4.5,eliteprospects_pdf,2025-ep-pdf-page-352,Draft25.pdf#page=352
2025-036-blake-fiddler,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-352,Draft25.pdf#page=352
2025-036-blake-fiddler,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-352,Draft25.pdf#page=352
2025-036-blake-fiddler,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-352,Draft25.pdf#page=352
2025-036-blake-fiddler,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-352,Draft25.pdf#page=352
2025-030-joshua-ravensbergen,skating,6.0,eliteprospects_pdf_vision,2025-ep-pdf-page-364,Draft25.pdf#page=364
2025-030-joshua-ravensbergen,transitions,6.0,eliteprospects_pdf_vision,2025-ep-pdf-page-364,Draft25.pdf#page=364
2025-030-joshua-ravensbergen,hands,5.0,eliteprospects_pdf_vision,2025-ep-pdf-page-364,Draft25.pdf#page=364
2025-030-joshua-ravensbergen,tracking,6.0,eliteprospects_pdf_vision,2025-ep-pdf-page-364,Draft25.pdf#page=364
2025-030-joshua-ravensbergen,post,5.0,eliteprospects_pdf_vision,2025-ep-pdf-page-364,Draft25.pdf#page=364
2025-030-joshua-ravensbergen,depth,7.0,eliteprospects_pdf_vision,2025-ep-pdf-page-364,Draft25.pdf#page=364
2025-018-cole-reschny,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-370,Draft25.pdf#page=370
2025-018-cole-reschny,shooting,5.5,eliteprospects_pdf,2025-ep-pdf-page-370,Draft25.pdf#page=370
2025-018-cole-reschny,passing,6.5,eliteprospects_pdf,2025-ep-pdf-page-370,Draft25.pdf#page=370
2025-018-cole-reschny,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-370,Draft25.pdf#page=370
2025-018-cole-reschny,sense,6.5,eliteprospects_pdf,2025-ep-pdf-page-370,Draft25.pdf#page=370
2025-018-cole-reschny,physical,5.0,eliteprospects_pdf,2025-ep-pdf-page-370,Draft25.pdf#page=370
2025-025-vaclav-nestrasil,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-380,Draft25.pdf#page=380
2025-025-vaclav-nestrasil,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-380,Draft25.pdf#page=380
2025-025-vaclav-nestrasil,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-380,Draft25.pdf#page=380
2025-025-vaclav-nestrasil,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-380,Draft25.pdf#page=380
2025-025-vaclav-nestrasil,sense,6.0,eliteprospects_pdf,2025-ep-pdf-page-380,Draft25.pdf#page=380
2025-025-vaclav-nestrasil,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-380,Draft25.pdf#page=380
2025-048-shane-vansaghi,skating,3.5,eliteprospects_pdf,2025-ep-pdf-page-389,Draft25.pdf#page=389
2025-048-shane-vansaghi,shooting,5.5,eliteprospects_pdf,2025-ep-pdf-page-389,Draft25.pdf#page=389
2025-048-shane-vansaghi,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-389,Draft25.pdf#page=389
2025-048-shane-vansaghi,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-389,Draft25.pdf#page=389
2025-048-shane-vansaghi,sense,6.0,eliteprospects_pdf,2025-ep-pdf-page-389,Draft25.pdf#page=389
2025-048-shane-vansaghi,physical,8.0,eliteprospects_pdf,2025-ep-pdf-page-389,Draft25.pdf#page=389
2025-022-bill-zonnon,skating,4.0,eliteprospects_pdf,2025-ep-pdf-page-396,Draft25.pdf#page=396
2025-022-bill-zonnon,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-396,Draft25.pdf#page=396
2025-022-bill-zonnon,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-396,Draft25.pdf#page=396
2025-022-bill-zonnon,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-396,Draft25.pdf#page=396
2025-022-bill-zonnon,sense,6.0,eliteprospects_pdf,2025-ep-pdf-page-396,Draft25.pdf#page=396
2025-022-bill-zonnon,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-396,Draft25.pdf#page=396
2025-040-jack-murtagh,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-404,Draft25.pdf#page=404
2025-040-jack-murtagh,shooting,6.5,eliteprospects_pdf,2025-ep-pdf-page-404,Draft25.pdf#page=404
2025-040-jack-murtagh,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-404,Draft25.pdf#page=404
2025-040-jack-murtagh,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-404,Draft25.pdf#page=404
2025-040-jack-murtagh,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-404,Draft25.pdf#page=404
2025-040-jack-murtagh,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-404,Draft25.pdf#page=404
2025-032-cullen-potter,skating,7.0,eliteprospects_pdf,2025-ep-pdf-page-415,Draft25.pdf#page=415
2025-032-cullen-potter,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-415,Draft25.pdf#page=415
2025-032-cullen-potter,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-415,Draft25.pdf#page=415
2025-032-cullen-potter,handling,6.0,eliteprospects_pdf,2025-ep-pdf-page-415,Draft25.pdf#page=415
2025-032-cullen-potter,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-415,Draft25.pdf#page=415
2025-032-cullen-potter,physical,4.0,eliteprospects_pdf,2025-ep-pdf-page-415,Draft25.pdf#page=415
2025-046-max-psenicka,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-426,Draft25.pdf#page=426
2025-046-max-psenicka,shooting,4.5,eliteprospects_pdf,2025-ep-pdf-page-426,Draft25.pdf#page=426
2025-046-max-psenicka,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-426,Draft25.pdf#page=426
2025-046-max-psenicka,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-426,Draft25.pdf#page=426
2025-046-max-psenicka,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-426,Draft25.pdf#page=426
2025-046-max-psenicka,physical,7.0,eliteprospects_pdf,2025-ep-pdf-page-426,Draft25.pdf#page=426
2025-035-jacob-rombach,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-434,Draft25.pdf#page=434
2025-035-jacob-rombach,shooting,4.5,eliteprospects_pdf,2025-ep-pdf-page-434,Draft25.pdf#page=434
2025-035-jacob-rombach,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-434,Draft25.pdf#page=434
2025-035-jacob-rombach,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-434,Draft25.pdf#page=434
2025-035-jacob-rombach,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-434,Draft25.pdf#page=434
2025-035-jacob-rombach,physical,7.0,eliteprospects_pdf,2025-ep-pdf-page-434,Draft25.pdf#page=434
2025-067-kurban-limatov,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-443,Draft25.pdf#page=443
2025-067-kurban-limatov,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-443,Draft25.pdf#page=443
2025-067-kurban-limatov,passing,4.5,eliteprospects_pdf,2025-ep-pdf-page-443,Draft25.pdf#page=443
2025-067-kurban-limatov,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-443,Draft25.pdf#page=443
2025-067-kurban-limatov,sense,4.5,eliteprospects_pdf,2025-ep-pdf-page-443,Draft25.pdf#page=443
2025-067-kurban-limatov,physical,7.0,eliteprospects_pdf,2025-ep-pdf-page-443,Draft25.pdf#page=443
2025-026-ryker-lee,skating,4.0,eliteprospects_pdf,2025-ep-pdf-page-456,Draft25.pdf#page=456
2025-026-ryker-lee,shooting,5.5,eliteprospects_pdf,2025-ep-pdf-page-456,Draft25.pdf#page=456
2025-026-ryker-lee,passing,6.5,eliteprospects_pdf,2025-ep-pdf-page-456,Draft25.pdf#page=456
2025-026-ryker-lee,handling,6.5,eliteprospects_pdf,2025-ep-pdf-page-456,Draft25.pdf#page=456
2025-026-ryker-lee,sense,6.0,eliteprospects_pdf,2025-ep-pdf-page-456,Draft25.pdf#page=456
2025-026-ryker-lee,physical,5.5,eliteprospects_pdf,2025-ep-pdf-page-456,Draft25.pdf#page=456
2025-051-william-moore,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-465,Draft25.pdf#page=465
2025-051-william-moore,shooting,5.5,eliteprospects_pdf,2025-ep-pdf-page-465,Draft25.pdf#page=465
2025-051-william-moore,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-465,Draft25.pdf#page=465
2025-051-william-moore,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-465,Draft25.pdf#page=465
2025-051-william-moore,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-465,Draft25.pdf#page=465
2025-051-william-moore,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-465,Draft25.pdf#page=465
2025-066-nathan-behm,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-478,Draft25.pdf#page=478
2025-066-nathan-behm,shooting,6.0,eliteprospects_pdf,2025-ep-pdf-page-478,Draft25.pdf#page=478
2025-066-nathan-behm,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-478,Draft25.pdf#page=478
2025-066-nathan-behm,handling,6.0,eliteprospects_pdf,2025-ep-pdf-page-478,Draft25.pdf#page=478
2025-066-nathan-behm,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-478,Draft25.pdf#page=478
2025-066-nathan-behm,physical,5.0,eliteprospects_pdf,2025-ep-pdf-page-478,Draft25.pdf#page=478
2025-028-sascha-boumedienne,skating,5.5,eliteprospects_pdf,2025-ep-pdf-page-485,Draft25.pdf#page=485
2025-028-sascha-boumedienne,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-485,Draft25.pdf#page=485
2025-028-sascha-boumedienne,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-485,Draft25.pdf#page=485
2025-028-sascha-boumedienne,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-485,Draft25.pdf#page=485
2025-028-sascha-boumedienne,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-485,Draft25.pdf#page=485
2025-028-sascha-boumedienne,physical,5.5,eliteprospects_pdf,2025-ep-pdf-page-485,Draft25.pdf#page=485
2025-031-henry-brzustewicz,skating,5.5,eliteprospects_pdf,2025-ep-pdf-page-498,Draft25.pdf#page=498
2025-031-henry-brzustewicz,shooting,5.5,eliteprospects_pdf,2025-ep-pdf-page-498,Draft25.pdf#page=498
2025-031-henry-brzustewicz,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-498,Draft25.pdf#page=498
2025-031-henry-brzustewicz,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-498,Draft25.pdf#page=498
2025-031-henry-brzustewicz,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-498,Draft25.pdf#page=498
2025-031-henry-brzustewicz,physical,5.5,eliteprospects_pdf,2025-ep-pdf-page-498,Draft25.pdf#page=498
2025-088-kristian-epperson,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-504,Draft25.pdf#page=504
2025-088-kristian-epperson,shooting,5.5,eliteprospects_pdf,2025-ep-pdf-page-504,Draft25.pdf#page=504
2025-088-kristian-epperson,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-504,Draft25.pdf#page=504
2025-088-kristian-epperson,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-504,Draft25.pdf#page=504
2025-088-kristian-epperson,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-504,Draft25.pdf#page=504
2025-088-kristian-epperson,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-504,Draft25.pdf#page=504
2025-074-luca-romano,skating,6.5,eliteprospects_pdf,2025-ep-pdf-page-513,Draft25.pdf#page=513
2025-074-luca-romano,shooting,6.0,eliteprospects_pdf,2025-ep-pdf-page-513,Draft25.pdf#page=513
2025-074-luca-romano,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-513,Draft25.pdf#page=513
2025-074-luca-romano,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-513,Draft25.pdf#page=513
2025-074-luca-romano,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-513,Draft25.pdf#page=513
2025-074-luca-romano,physical,5.0,eliteprospects_pdf,2025-ep-pdf-page-513,Draft25.pdf#page=513
